State,Statefips,County,Countyfips,Fips,Year,Total population of area,Public Supply total population served,Public supply total withdrawals,Domestic total self-supplied withdrawals,DO-WDelv ,Industrial self-supplied groundwater withdrawals total,Industrial self-supplied surface-water withdrawals total,Industrial self-supplied total withdrawals total,Irrigation total withdrawals fresh,Irrigation acres irrigated total,Livestock total withdrawals fresh,Aquaculture groundwater withdrawals total,Aquaculture surface-water withdrawals total,Aquaculture total withdrawals total,Mining groundwater withdrawals total,Mining surface-water withdrawals total,Mining total withdrawals total,Thermoelectric groundwater withdrawals total,Thermoelectric surface-water withdrawals total,Thermoelectric total withdrawals total,Thermoelectri total consumptive use total,Thermoelectric once-through groundwater withdrawals total,Thermoelectric once-through surface-water withdrawals total,Thermoelectric once-through total withdrawals,Thermoelectric once-through total consumptive use total,Thermoelectric recirculating groundwater withdrawals total,Thermoelectric recirculating total withdrawals total,Thermoelectric recirculating total consumptive use total,Total groundwater withdrawals total,Total surface-water withdrawals total,Total withdrawals total,Irrigation and Thermoelectric total consumptive use total
TX,48,Gonzales County,177,48177,2015,20.57,19.42,29.05,0.12,1.91,0.49,0.0,0.49,2.83,2.8,8.47,0.0,0.0,0.0,5.36,0.25,5.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.2,4.37,46.57,1.91
TX,48,Gray County,179,48179,2015,23.21,20.77,1.24,0.25,1.93,0.25,0.0,0.25,25.12,29.99,1.84,0.0,0.0,0.0,1.29,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.53,0.46,29.99,17.84
TX,48,Grayson County,181,48181,2015,125.47,124.99,21.61,0.05,9.17,0.0,0.0,0.0,2.03,2.18,1.16,0.0,0.0,0.0,1.17,0.02,1.19,0.0,2.19,2.19,1.56,0.0,0.0,0.0,0.0,0.0,2.19,1.56,13.53,14.7,28.23,3.08
TX,48,Gregg County,183,48183,2015,124.11,118.17,7.13,0.62,10.31,0.0,0.6,0.6,0.02,0.03,0.11,0.0,0.0,0.0,20.68,0.0,20.68,0.0,12.24,12.24,0.14,0.0,12.24,12.24,0.14,0.0,0.0,0.0,21.93,19.47,41.4,0.16
TX,48,Grimes County,185,48185,2015,27.51,25.74,2.22,0.18,1.85,0.15,0.0,0.15,0.18,0.33,1.71,0.0,0.0,0.0,0.59,0.0,0.59,0.0,198.29,198.29,2.18,0.0,198.29,198.29,2.18,0.0,0.0,0.0,3.83,199.49,203.32,2.42
TX,48,Guadalupe County,187,48187,2015,151.25,143.64,6.85,0.79,11.42,0.0,0.0,0.0,0.7,0.61,0.88,0.0,0.0,0.0,35.64,0.0,35.64,0.0,3.81,3.81,4.12,0.0,0.0,0.0,0.0,0.0,3.81,4.12,40.86,7.81,48.67,4.61
TX,48,Hale County,189,48189,2015,34.36,32.32,1.44,0.21,2.41,0.55,0.0,0.55,182.49,259.71,3.72,0.0,0.0,0.0,3.05,0.0,3.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.98,0.48,191.46,138.69
TX,48,Hall County,191,48191,2015,3.14,3.07,0.04,0.01,0.31,0.0,0.0,0.0,24.56,25.94,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8,0.05,24.85,17.19
TX,48,Hamilton County,193,48193,2015,8.16,5.52,0.16,0.27,0.71,0.0,0.0,0.0,0.35,0.37,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.99,1.94,0.25
TX,48,Hansford County,195,48195,2015,5.61,5.18,0.96,0.04,0.78,0.29,0.0,0.29,130.56,177.29,4.37,0.0,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.1,1.31,136.41,110.98
TX,48,Hardeman County,197,48197,2015,3.84,3.81,0.07,0.0,0.26,0.11,0.0,0.11,10.99,11.95,0.32,0.0,0.0,0.0,0.48,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.78,0.19,11.97,9.34
TX,48,Hardin County,199,48199,2015,55.87,46.85,4.03,0.94,4.41,0.03,0.0,0.03,0.12,0.61,0.17,0.0,0.0,0.0,2.05,0.0,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.13,0.21,7.34,0.07
TX,48,Harris County,201,48201,2015,4538.03,4492.04,287.29,4.78,319.22,7.84,17.06,24.9,8.18,7.75,1.0,0.0,0.0,0.0,5.54,0.0,5.54,0.94,5.63,6.57,18.96,0.0,0.0,0.0,0.0,0.94,6.57,18.96,213.99,124.27,338.26,24.44
TX,48,Harrison County,203,48203,2015,66.75,64.5,8.53,0.23,4.68,0.12,8.16,8.28,0.36,0.41,0.54,0.0,0.0,0.0,2.32,0.06,2.38,0.0,6.42,6.42,6.47,0.0,0.0,0.0,0.0,0.0,6.42,6.47,5.27,21.47,26.74,6.74
TX,48,Hartley County,205,48205,2015,6.19,4.57,1.02,0.17,0.7,0.0,0.0,0.0,295.6,258.49,6.94,0.0,0.0,0.0,0.45,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.1,2.08,304.18,251.26
TX,48,Haskell County,207,48207,2015,5.74,5.56,0.14,0.02,0.72,0.0,0.0,0.0,35.07,38.99,0.27,0.0,0.0,0.0,1.27,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.57,0.2,36.77,25.6
TX,48,Hays County,209,48209,2015,194.74,178.95,8.21,1.64,15.06,0.11,0.0,0.11,0.4,0.41,0.32,0.0,2.43,2.43,0.27,0.0,0.27,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.25,8.56,4.82,13.38,1.57
TX,48,Hemphill County,211,48211,2015,4.26,3.57,0.5,0.07,0.37,0.0,0.0,0.0,2.75,3.28,1.09,0.0,0.0,0.0,3.09,0.07,3.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.34,0.23,7.57,2.06
TX,48,Henderson County,213,48213,2015,79.55,70.12,4.55,0.98,5.96,0.38,0.0,0.38,0.94,1.98,1.05,0.0,2.45,2.45,0.5,0.0,0.5,0.0,0.72,0.72,0.72,0.0,0.0,0.0,0.0,0.0,0.72,0.72,6.8,4.77,11.57,1.43
TX,48,Hidalgo County,215,48215,2015,842.3,841.87,64.64,0.05,75.82,0.0,0.0,0.0,223.2,133.76,0.64,0.0,0.0,0.0,1.85,0.0,1.85,0.0,2.24,2.24,4.59,0.0,0.0,0.0,0.0,0.0,2.24,4.59,11.86,280.76,292.62,163.06
TX,48,Hill County,217,48217,2015,34.86,30.41,2.97,0.46,2.8,0.0,0.0,0.0,1.31,0.56,0.97,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,2.15,5.85,0.78
TX,48,Hockley County,219,48219,2015,23.43,19.65,0.5,0.39,2.04,1.0,0.0,1.0,102.01,150.79,0.34,0.0,0.0,0.0,30.66,0.0,30.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.87,0.03,134.9,87.39
TX,48,Hood County,221,48221,2015,55.42,44.49,4.85,1.14,5.23,0.01,0.0,0.01,6.43,3.41,0.44,0.0,0.0,0.0,0.78,0.12,0.9,0.0,2.49,2.49,1.78,0.0,0.0,0.0,0.0,0.0,2.49,1.78,8.63,7.63,16.26,6.41
TX,48,Hopkins County,223,48223,2015,36.22,34.27,11.05,0.2,2.67,0.0,0.0,0.0,2.42,1.61,4.84,0.04,0.04,0.08,0.49,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54,14.54,19.08,1.45
TX,48,Houston County,225,48225,2015,22.79,19.27,2.34,0.37,2.22,0.0,0.0,0.0,1.12,1.71,1.24,0.0,0.0,0.0,3.62,0.02,3.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.55,2.16,8.71,0.74
TX,48,Howard County,227,48227,2015,37.21,31.74,0.03,0.57,4.12,0.29,0.0,0.29,3.3,2.94,0.19,0.0,0.0,0.0,29.27,0.0,29.27,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.14,33.62,0.03,33.65,2.58
TX,48,Hudspeth County,229,48229,2015,3.38,3.22,0.24,0.02,1.06,0.0,0.0,0.0,81.69,22.31,0.36,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.25,7.08,82.33,62.09
TX,48,Hunt County,231,48231,2015,89.84,89.29,4.87,0.06,5.95,0.09,0.0,0.09,0.18,0.28,1.09,0.0,0.02,0.02,0.0,0.0,0.0,0.0,2.89,2.89,0.03,0.0,0.0,0.0,0.0,0.0,2.89,0.03,1.48,7.72,9.2,0.15
TX,48,Hutchinson County,233,48233,2015,21.73,20.34,5.3,0.15,2.35,4.44,0.0,4.44,45.94,43.71,0.32,0.0,0.0,0.0,1.08,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.43,1.8,57.23,39.04
TX,48,Irion County,235,48235,2015,1.55,1.01,0.08,0.06,0.16,0.0,0.0,0.0,0.57,0.46,0.18,0.0,0.0,0.0,4.42,0.0,4.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.78,0.53,5.31,0.4
TX,48,Jack County,237,48237,2015,8.88,6.33,0.55,0.27,0.9,0.0,0.0,0.0,0.08,0.07,0.6,0.0,0.0,0.0,2.93,0.1,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,1.2,4.53,0.06
TX,48,Jackson County,239,48239,2015,14.82,11.67,0.9,0.33,1.15,1.35,0.0,1.35,35.29,29.48,0.71,0.88,0.0,0.88,4.13,0.0,4.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.9,0.69,43.59,21.53
TX,48,Jasper County,241,48241,2015,35.51,29.84,2.97,0.59,2.71,39.34,5.18,44.52,0.11,0.0,0.24,0.21,0.28,0.49,0.59,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.82,5.69,49.51,0.08
TX,48,Jeff Davis County,243,48243,2015,2.16,0.95,1.12,0.12,0.22,0.0,0.0,0.0,0.67,0.23,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.08,2.18,0.59
TX,48,Jefferson County,245,48245,2015,254.31,249.82,23.95,0.47,25.7,0.0,0.05,0.05,58.5,22.88,0.7,0.0,1.1,1.1,4.58,0.01,4.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.51,74.85,89.36,38.61
TX,48,Jim Hogg County,247,48247,2015,5.2,4.69,0.67,0.05,0.4,0.0,0.0,0.0,0.07,0.24,0.4,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.04,1.3,0.06
TX,48,Jim Wells County,249,48249,2015,41.38,35.65,3.95,0.6,3.24,0.07,0.0,0.07,1.37,1.88,0.7,0.0,0.0,0.0,0.22,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14,3.77,6.91,1.16
TX,48,Johnson County,251,48251,2015,159.99,158.53,10.33,0.15,12.67,0.12,0.0,0.12,0.47,0.42,1.44,0.0,0.0,0.0,6.78,0.06,6.84,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.36,12.23,7.12,19.35,0.71
TX,48,Jones County,253,48253,2015,19.97,12.1,8.07,0.82,1.92,0.0,0.0,0.0,2.26,2.23,0.45,0.0,0.0,0.0,1.01,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93,8.68,12.61,1.46
TX,48,Karnes County,255,48255,2015,14.98,14.52,2.75,0.05,1.1,0.0,0.0,0.0,0.72,0.8,0.71,0.0,0.0,0.0,12.09,0.66,12.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.66,1.32,16.98,0.5
TX,48,Kaufman County,257,48257,2015,114.69,110.87,0.85,0.4,8.6,0.0,0.0,0.0,0.31,0.3,1.18,0.0,0.0,0.0,0.41,0.0,0.41,0.0,0.0,0.0,4.82,0.0,0.0,0.0,0.0,0.0,0.0,4.82,0.94,2.21,3.15,5.02
TX,48,Kendall County,259,48259,2015,40.38,23.26,1.66,1.78,3.9,0.0,0.0,0.0,0.3,0.36,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.43,0.63,4.06,0.19
TX,48,Kenedy County,261,48261,2015,0.41,0.34,0.07,0.01,0.05,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.24,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.03,0.87,0.0
TX,48,Kent County,263,48263,2015,0.76,0.6,0.08,0.02,0.07,0.0,0.0,0.0,0.56,0.62,0.21,0.0,0.0,0.0,16.8,0.0,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.64,0.03,17.67,0.42
TX,48,Kerr County,265,48265,2015,50.96,40.17,5.58,1.12,4.05,0.0,0.0,0.0,0.93,2.49,0.24,0.0,0.23,0.23,0.02,0.16,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.85,3.43,8.28,0.57
TX,48,Kimble County,267,48267,2015,4.39,3.37,0.45,0.11,0.39,0.0,0.55,0.55,2.17,1.69,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,3.11,3.48,1.63
TX,48,King County,269,48269,2015,0.28,0.23,0.19,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,2.39,0.0,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69,0.04,2.73,0.0
TX,48,Kinney County,271,48271,2015,3.55,3.24,0.82,0.03,0.34,0.0,0.0,0.0,2.83,2.76,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83,0.04,3.87,2.15
TX,48,Kleberg County,273,48273,2015,31.86,31.51,3.31,0.04,2.43,0.78,0.0,0.78,0.05,0.33,0.53,0.0,0.0,0.0,0.36,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.04,0.03,5.07,0.04
TX,48,Knox County,275,48275,2015,3.86,3.47,0.14,0.04,0.31,0.0,0.0,0.0,25.86,29.65,0.55,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.55,0.44,26.99,17.84
TX,48,Lamar County,277,48277,2015,49.44,49.01,14.84,0.04,3.23,0.0,0.0,0.0,5.96,6.73,1.4,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.54,0.54,1.04,0.0,0.0,0.0,0.0,0.0,0.54,1.04,3.86,19.07,22.93,4.62
TX,48,Lamb County,279,48279,2015,13.39,12.66,1.35,0.08,1.24,0.0,0.0,0.0,151.31,220.94,4.91,0.0,0.0,0.0,0.77,0.0,0.77,10.98,0.0,10.98,7.84,0.0,0.0,0.0,0.0,10.98,10.98,7.84,169.15,0.25,169.4,117.01
TX,48,Lampasas County,281,48281,2015,20.59,19.74,2.71,0.09,1.63,0.0,0.0,0.0,0.34,0.31,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,3.25,3.56,0.24
TX,48,La Salle County,283,48283,2015,7.63,5.96,1.36,0.17,1.13,0.0,0.0,0.0,1.65,2.24,0.38,0.0,0.03,0.03,13.42,0.77,14.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.79,0.99,17.78,1.16
TX,48,Lavaca County,285,48285,2015,19.84,12.71,1.44,0.74,1.85,0.12,0.0,0.12,4.93,3.5,2.11,0.0,0.08,0.08,1.3,0.07,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.85,0.94,10.79,3.6
TX,48,Lee County,287,48287,2015,16.9,15.89,3.97,0.1,1.23,0.0,0.0,0.0,0.46,0.42,0.96,0.0,0.0,0.0,6.64,0.02,6.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.46,0.69,12.15,0.3
TX,48,Leon County,289,48289,2015,17.09,13.45,1.9,0.38,1.38,0.47,0.0,0.47,0.11,0.16,2.64,0.0,0.05,0.05,4.86,0.66,5.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85,3.22,11.07,0.07
TX,48,Liberty County,291,48291,2015,79.65,61.01,6.42,1.94,6.52,0.15,0.0,0.15,12.64,6.39,0.86,0.0,0.0,0.0,1.93,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.08,12.86,23.94,7.71
TX,48,Limestone County,293,48293,2015,23.32,19.9,1.95,0.36,1.57,0.0,0.0,0.0,0.01,0.01,1.61,0.0,0.0,0.0,1.78,0.24,2.02,0.0,13.75,13.75,9.82,0.0,0.0,0.0,0.0,0.0,13.75,9.82,3.74,15.96,19.7,9.82
TX,48,Lipscomb County,295,48295,2015,3.57,3.18,0.81,0.04,0.33,0.0,0.0,0.0,31.35,27.89,0.58,0.0,0.0,0.0,0.67,0.02,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.39,0.08,33.47,26.83
TX,48,Live Oak County,297,48297,2015,12.23,10.68,2.76,0.16,1.15,0.81,0.0,0.81,0.86,1.36,0.67,0.0,0.0,0.0,1.71,0.09,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,2.89,7.06,0.51
TX,48,Llano County,299,48299,2015,19.8,17.98,2.87,0.19,1.56,0.0,0.0,0.0,0.54,0.45,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.76,98.76,1.05,0.0,98.76,98.76,1.05,0.0,0.0,0.0,1.09,101.81,102.9,1.45
TX,48,Loving County,301,48301,2015,0.11,0.09,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,14.3,0.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.34,0.0,14.34,0.0
TX,48,Lubbock County,303,48303,2015,299.45,258.57,1.32,4.25,23.9,0.23,0.0,0.23,150.08,161.23,0.54,0.0,0.0,0.0,3.18,0.0,3.18,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,1.63,159.5,0.1,159.6,123.49
TX,48,Lynn County,305,48305,2015,5.72,4.7,0.15,0.11,0.55,0.0,0.0,0.0,58.55,99.95,0.07,0.0,0.0,0.0,0.94,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.81,0.01,59.82,50.06
TX,48,McCulloch County,307,48307,2015,8.34,7.91,2.69,0.04,0.93,0.03,0.0,0.03,1.98,1.2,0.43,0.0,0.0,0.0,3.94,0.0,3.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.85,0.26,9.11,1.38
TX,48,McLennan County,309,48309,2015,245.67,238.24,41.41,0.77,20.78,0.51,0.0,0.51,4.37,3.78,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,3.7,12.89,35.83,48.72,6.54
TX,48,McMullen County,311,48311,2015,0.82,0.54,0.1,0.03,0.12,0.24,0.0,0.24,0.0,0.0,0.24,0.0,0.0,0.0,7.27,0.42,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.61,8.3,0.0
TX,48,Madison County,313,48313,2015,14.07,7.33,2.37,0.7,1.23,0.0,0.0,0.0,0.09,0.13,1.23,0.0,0.0,0.0,1.96,0.05,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.24,1.16,6.4,0.07
TX,48,Marion County,315,48315,2015,10.16,10.14,0.35,0.0,0.86,0.0,0.0,0.0,0.01,0.01,0.17,0.0,0.0,0.0,0.31,0.0,0.31,0.0,71.87,71.87,0.82,0.0,71.87,71.87,0.82,0.0,0.0,0.0,0.68,72.03,72.71,0.82
TX,48,Martin County,317,48317,2015,5.64,4.4,1.48,0.13,0.49,0.0,0.0,0.0,31.68,21.37,0.07,0.0,0.0,0.0,17.65,0.0,17.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.99,0.02,51.01,26.3
TX,48,Mason County,319,48319,2015,4.03,2.56,0.44,0.15,0.44,0.0,0.0,0.0,4.43,2.84,0.6,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.22,5.72,3.11
TX,48,Matagorda County,321,48321,2015,36.77,32.98,4.44,0.39,2.73,1.37,5.99,7.36,38.61,19.98,0.86,6.17,0.0,6.17,0.74,0.0,0.74,0.0,24.65,24.65,24.65,0.0,0.0,0.0,0.0,0.0,24.65,24.65,45.76,37.46,83.22,50.13
TX,48,Maverick County,323,48323,2015,57.71,48.43,6.95,0.97,4.8,0.0,0.0,0.0,29.72,16.0,0.43,0.0,0.0,0.0,0.28,0.05,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,36.8,38.4,25.36
TX,48,Medina County,325,48325,2015,48.42,43.69,6.65,0.49,3.81,0.01,0.0,0.01,33.87,32.82,0.76,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.27,13.52,41.79,25.56
TX,48,Menard County,327,48327,2015,2.16,1.77,0.37,0.04,0.2,0.0,0.0,0.0,3.74,1.92,0.26,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,3.53,4.46,2.58
TX,48,Midland County,329,48329,2015,161.08,154.25,1.04,0.71,14.9,0.17,0.0,0.17,0.64,6.46,0.23,0.0,0.0,0.0,19.07,0.0,19.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.86,0.0,21.86,6.7
TX,48,Milam County,331,48331,2015,24.51,20.03,10.89,0.47,2.11,0.0,10.81,10.81,4.7,4.84,2.28,0.0,0.03,0.03,0.05,0.0,0.05,0.0,244.06,244.06,8.66,0.0,238.74,238.74,3.34,0.0,5.32,5.32,15.6,257.69,273.29,12.19
TX,48,Mills County,333,48333,2015,4.9,2.99,0.28,0.2,0.51,0.0,0.0,0.0,5.3,2.2,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,5.36,6.47,3.13
TX,48,Mitchell County,335,48335,2015,9.07,9.02,1.28,0.0,0.65,0.0,0.0,0.0,11.82,8.4,0.31,0.0,0.0,0.0,6.89,0.0,6.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.07,0.23,20.3,9.81
TX,48,Montague County,337,48337,2015,19.26,13.65,1.07,0.58,1.7,0.0,0.0,0.0,0.28,0.32,1.12,0.0,0.0,0.0,5.89,0.23,6.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.03,2.14,9.17,0.26
TX,48,Montgomery County,339,48339,2015,537.56,492.46,57.29,4.69,50.0,1.11,0.0,1.11,2.48,1.52,0.44,0.0,0.0,0.0,11.48,0.0,11.48,0.0,1.68,1.68,1.68,0.0,0.0,0.0,0.0,0.0,1.68,1.68,76.43,2.74,79.17,3.42
TX,48,Moore County,341,48341,2015,22.26,20.91,5.07,0.14,1.92,4.84,0.0,4.84,133.98,159.38,3.04,0.0,0.0,0.0,0.43,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.04,0.46,147.5,114.22
TX,48,Morris County,343,48343,2015,12.52,11.45,0.23,0.11,1.18,0.01,17.33,17.34,0.01,0.01,1.4,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.62,0.62,0.01,0.0,0.62,0.62,0.01,0.0,0.0,0.0,0.5,19.23,19.73,0.02
TX,48,Motley County,345,48345,2015,1.15,0.94,0.15,0.02,0.11,0.0,0.0,0.0,7.81,8.58,0.27,0.0,0.0,0.0,0.23,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.41,0.07,8.48,6.64
TX,48,Nacogdoches County,347,48347,2015,65.66,62.97,11.2,0.28,4.81,0.02,0.0,0.02,0.09,0.17,8.73,0.0,0.0,0.0,0.73,0.03,0.76,0.0,0.21,0.21,0.15,0.0,0.0,0.0,0.0,0.0,0.21,0.15,6.87,14.42,21.29,0.23
TX,48,Navarro County,349,48349,2015,48.32,45.1,2.33,0.33,3.58,0.0,0.43,0.43,0.03,0.0,1.3,0.0,0.0,0.0,0.94,0.39,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,4.37,5.75,0.03
TX,48,Newton County,351,48351,2015,13.99,8.45,0.97,0.58,1.23,0.0,0.0,0.0,0.04,0.1,0.1,0.0,0.0,0.0,1.31,0.0,1.31,0.0,4.58,4.58,3.82,0.0,0.0,0.0,0.0,0.0,4.58,3.82,2.93,4.65,7.58,3.85
TX,48,Nolan County,353,48353,2015,15.11,14.92,2.28,0.02,0.92,0.03,0.0,0.03,9.69,9.88,0.23,0.0,0.0,0.0,2.19,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0.34,14.44,7.89
TX,48,Nueces County,355,48355,2015,359.72,347.48,72.38,1.27,23.86,2.1,5.33,7.43,0.31,0.74,0.22,0.04,0.04,0.08,1.29,0.0,1.29,0.0,147.47,147.47,2.1,0.0,144.53,144.53,0.0,0.0,2.94,2.1,5.28,225.17,230.45,2.26
TX,48,Ochiltree County,357,48357,2015,10.75,9.07,1.76,0.17,1.28,0.03,0.0,0.03,67.23,66.41,2.38,0.0,0.0,0.0,1.76,0.03,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.09,0.27,73.36,57.83
