STATE,STATEFIPS,COUNTY,COUNTYFIPS,FIPS,YEAR,TP-TotPop,PS-GWPop,PS-SWPop,PS-TOPop,PS-WGWFr,PS-WGWSa,PS-WGWTo,PS-WSWFr,PS-WSWSa,PS-WSWTo,PS-WFrTo,PS-WSaTo,PS-Wtotl,DO-SSPop,DO-WGWFr,DO-WSWFr,DO-WFrTo,DO-SSPCp,DO-PSDel,DO-PSPCp,DO-WDelv ,IN-WGWFr,IN-WGWSa,IN-WGWTo,IN-WSWFr,IN-WSWSa,IN-WSWTo,IN-WFrTo,IN-WSaTo,IN-Wtotl,IR-WGWFr,IR-WSWFr,IR-WFrTo,IR-RecWW,IR-CUsFr,IR-IrSpr,IR-IrMic,IR-IrSur,IR-IrTot,IC-WGWFr,IC-WSWFr,IC-WFrTo,IC-RecWW,IC-CUsFr,IC-IrSpr,IC-IrMic,IC-IrSur,IC-IrTot,IG-WGWFr,IG-WSWFr,IG-WFrTo,IG-RecWW,IG-CUsFr,IG-IrSpr,IG-IrMic,IG-IrSur,IG-IrTot,LI-WGWFr,LI-WSWFr,LI-WFrTo,AQ-WGWFr,AQ-WGWSa,AQ-WGWTo,AQ-WSWFr,AQ-WSWSa,AQ-WSWTo,AQ-WFrTo,AQ-WSaTo,AQ-Wtotl,MI-WGWFr,MI-WGWSa,MI-WGWTo,MI-WSWFr,MI-WSWSa,MI-WSWTo,MI-WFrTo,MI-WSaTo,MI-Wtotl,PT-WGWFr,PT-WGWSa,PT-WGWTo,PT-WSWFr,PT-WSWSa,PT-WSWTo,PT-WFrTo,PT-WSaTo,PT-Wtotl,PT-RecWW,PT-PSDel,PT-CUsFr,PT-CUsSa,PT-CUTot,PT-Power,PO-WGWFr,PO-WGWSa,PO-WGWTo,PO-WSWFr,PO-WSWSa,PO-WSWTo,PO-WFrTo,PO-WSaTo,PO-Wtotl,PO-RecWW,PO-PSDel,PO-CUsFr,PO-CUsSa,PO-CUTot,PO-Power,PC-WGWFr,PC-WGWSa,PC-WGWTo,PC-WSWFr,PC-WSWSa,PC-WSWTo,PC-WFrTo,PC-WSaTo,PC-Wtotl,PC-RecWW,PC-PSDel,PC-CUsFr,PC-CUsSa,PC-CUTot,PC-Power,TO-WGWFr,TO-WGWSa,TO-WGWTo,TO-WSWFr,TO-WSWSa,TO-WSWTo,TO-WFrTo,TO-WSaTo,TO-Wtotl,TO-CUsFrPartial,TO-CUsSaPartial,TO-CUTotPartial
TN,47,Madison County,113,47113,2015,97.61,85.11,0.00,85.11,12.95,0.00,12.95,2.79,0.00,2.79,15.74,0.00,15.74,12.50,0.90,0.00,0.90,72.00,6.89,81.00,7.79,1.02,0.00,1.02,0.00,0.00,0.00,1.02,0.00,1.02,1.56,1.26,2.82,--,2.25,7.89,0.00,0.00,7.89,1.56,1.26,2.82,--,2.25,7.89,0.00,0.00,7.89,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.40,0.00,0.40,0.00,0.00,0.00,0.40,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,16.90,0.00,16.90,4.05,0.00,4.05,20.95,0.00,20.95,2.25,0.00,2.25
TN,47,Marion County,115,47115,2015,28.49,10.51,14.06,24.57,1.15,0.00,1.15,2.27,0.00,2.27,3.42,0.00,3.42,3.92,0.28,0.00,0.28,71.00,1.99,81.00,2.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,--,0.02,0.03,0.03,0.00,0.06,0.02,0.00,0.02,--,0.02,0.03,0.03,0.00,0.06,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.09,0.02,0.11,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.00,0.00,0.00,0.90,0.00,0.90,0.90,0.00,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,1.54,0.00,1.54,3.19,0.00,3.19,4.73,0.00,4.73,0.02,0.00,0.02
TN,47,Marshall County,117,47117,2015,31.55,2.22,22.26,24.47,0.19,0.00,0.19,2.50,0.00,2.50,2.69,0.00,2.69,7.08,0.51,0.00,0.51,72.00,1.98,81.00,2.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,--,0.01,0.02,0.02,0.00,0.04,0.01,0.01,0.02,--,0.01,0.02,0.02,0.00,0.04,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.26,0.26,0.52,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.00,0.00,0.00,0.19,0.00,0.19,0.19,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.97,0.00,0.97,2.96,0.00,2.96,3.93,0.00,3.93,0.01,0.00,0.01
TN,47,Maury County,119,47119,2015,87.76,6.02,78.22,84.24,0.86,0.00,0.86,11.47,0.00,11.47,12.33,0.00,12.33,3.52,0.25,0.00,0.25,71.00,6.82,81.00,7.07,0.02,0.00,0.02,0.11,0.00,0.11,0.13,0.00,0.13,0.14,0.09,0.23,--,0.17,0.46,0.16,0.00,0.62,0.14,0.03,0.17,--,0.13,0.31,0.16,0.00,0.47,0.00,0.06,0.06,--,0.04,0.15,0.00,0.00,0.15,0.30,0.30,0.60,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,1.57,0.00,1.57,12.05,0.00,12.05,13.62,0.00,13.62,0.17,0.00,0.17
TN,47,Meigs County,121,47121,2015,11.83,5.85,0.00,5.85,0.66,0.00,0.66,0.00,0.00,0.00,0.66,0.00,0.66,5.98,0.43,0.00,0.43,72.00,0.47,80.00,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,--,0.03,0.08,0.01,0.00,0.09,0.03,0.00,0.03,--,0.03,0.08,0.01,0.00,0.09,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.03,0.10,0.13,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,1.15,0.00,1.15,0.10,0.00,0.10,1.25,0.00,1.25,0.03,0.00,0.03
TN,47,Monroe County,123,47123,2015,45.77,7.14,27.20,34.34,0.72,0.00,0.72,4.90,0.00,4.90,5.62,0.00,5.62,11.44,0.82,0.00,0.82,72.00,2.78,81.00,3.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,--,0.03,0.11,0.00,0.00,0.11,0.04,0.00,0.04,--,0.03,0.11,0.00,0.00,0.11,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.12,0.34,0.46,0.33,--,0.33,2.93,--,2.93,3.26,--,3.26,0.01,0.00,0.01,0.01,0.00,0.01,0.02,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,2.04,0.00,2.04,8.18,0.00,8.18,10.22,0.00,10.22,0.03,0.00,0.03
TN,47,Montgomery County,125,47125,2015,193.48,32.47,157.69,190.17,3.65,0.00,3.65,18.75,0.00,18.75,22.40,0.00,22.40,3.31,0.24,0.00,0.24,72.00,15.40,81.00,15.64,0.00,0.00,0.00,1.19,0.00,1.19,1.19,0.00,1.19,0.25,0.00,0.25,--,0.20,0.48,0.24,0.00,0.72,0.25,0.00,0.25,--,0.20,0.48,0.24,0.00,0.72,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.17,0.05,0.22,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.07,0.00,0.07,0.08,0.00,0.08,0.15,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,4.38,0.00,4.38,20.07,0.00,20.07,24.45,0.00,24.45,0.20,0.00,0.20
TN,47,Moore County,127,47127,2015,6.32,0.00,3.53,3.53,0.00,0.00,0.00,0.54,0.00,0.54,0.54,0.00,0.54,2.80,0.20,0.00,0.20,72.00,0.29,82.00,0.49,0.29,0.00,0.29,0.00,0.00,0.00,0.29,0.00,0.29,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.21,0.07,0.28,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.70,0.00,0.70,0.61,0.00,0.61,1.31,0.00,1.31,0.00,0.00,0.00
TN,47,Morgan County,129,47129,2015,21.50,0.00,12.45,12.45,0.00,0.00,0.00,1.35,0.00,1.35,1.35,0.00,1.35,9.05,0.65,0.00,0.65,72.00,1.01,81.00,1.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.01,0.00,0.01,0.02,0.00,0.02,0.03,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.78,0.00,0.78,1.37,0.00,1.37,2.15,0.00,2.15,0.00,0.00,0.00
TN,47,Obion County,131,47131,2015,30.64,30.47,0.00,30.47,4.62,0.00,4.62,0.00,0.00,0.00,4.62,0.00,4.62,0.17,0.01,0.00,0.01,61.00,2.47,81.00,2.48,1.53,0.00,1.53,0.00,0.00,0.00,1.53,0.00,1.53,1.08,1.08,2.16,--,1.69,3.89,0.00,2.16,6.05,1.08,1.08,2.16,--,1.69,3.89,0.00,2.16,6.05,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.24,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.08,0.00,0.08,0.11,0.00,0.11,0.19,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,7.56,0.00,7.56,1.19,0.00,1.19,8.75,0.00,8.75,1.69,0.00,1.69
TN,47,Overton County,133,47133,2015,22.13,0.00,21.98,21.98,0.00,0.00,0.00,2.33,0.00,2.33,2.33,0.00,2.33,0.15,0.01,0.00,0.01,66.00,1.78,81.00,1.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,--,0.02,0.07,0.00,0.00,0.07,0.02,0.00,0.02,--,0.02,0.07,0.00,0.00,0.07,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.12,0.24,0.36,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.20,0.00,0.20,0.21,0.00,0.21,0.41,0.00,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.35,0.00,0.35,2.78,0.00,2.78,3.13,0.00,3.13,0.02,0.00,0.02
TN,47,Perry County,135,47135,2015,7.93,0.00,7.22,7.22,0.00,0.00,0.00,0.91,0.00,0.91,0.91,0.00,0.91,0.71,0.05,0.00,0.05,71.00,0.58,80.00,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.17,0.00,0.17,0.19,0.00,0.19,0.36,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.22,0.00,0.22,1.16,0.00,1.16,1.38,0.00,1.38,0.00,0.00,0.00
TN,47,Pickett County,137,47137,2015,5.15,0.00,4.58,4.58,0.00,0.00,0.00,0.81,0.00,0.81,0.81,0.00,0.81,0.56,0.04,0.00,0.04,71.00,0.37,81.00,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.05,0.11,0.16,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.92,0.00,0.92,1.01,0.00,1.01,0.00,0.00,0.00
TN,47,Polk County,139,47139,2015,16.77,2.79,2.87,5.66,0.52,0.00,0.52,0.35,0.00,0.35,0.87,0.00,0.87,11.12,0.80,0.00,0.80,72.00,0.46,81.00,1.26,0.18,0.00,0.18,0.00,0.00,0.00,0.18,0.00,0.18,0.03,0.00,0.03,--,0.03,0.07,0.02,0.00,0.09,0.03,0.00,0.03,--,0.03,0.07,0.02,0.00,0.09,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.16,0.06,0.22,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,1.69,0.00,1.69,0.41,0.00,0.41,2.10,0.00,2.10,0.03,0.00,0.03
TN,47,Putnam County,141,47141,2015,74.55,0.14,72.77,72.91,0.01,0.00,0.01,12.45,0.00,12.45,12.46,0.00,12.46,1.64,0.12,0.00,0.12,73.00,5.91,81.00,6.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,--,0.05,0.17,0.00,0.00,0.17,0.04,0.00,0.04,--,0.03,0.10,0.00,0.00,0.10,0.00,0.02,0.02,--,0.02,0.07,0.00,0.00,0.07,0.03,0.21,0.24,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.24,0.00,0.24,0.28,0.00,0.28,0.52,0.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.44,0.00,0.44,12.96,0.00,12.96,13.40,0.00,13.40,0.05,0.00,0.05
TN,47,Rhea County,143,47143,2015,32.53,11.94,20.25,32.19,0.97,0.00,0.97,2.94,0.00,2.94,3.91,0.00,3.91,0.34,0.02,0.00,0.02,60.00,2.61,81.00,2.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.03,0.29,--,0.23,0.61,0.20,0.00,0.81,0.26,0.03,0.29,--,0.23,0.61,0.20,0.00,0.81,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.11,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.00,0.04,0.00,0.00,0.00,16.24,0.00,16.24,16.24,0.00,16.24,--,--,11.60,0.00,11.60,8449.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.24,0.00,16.24,16.24,0.00,16.24,--,--,11.60,0.00,11.60,8449.15,1.27,0.00,1.27,19.34,0.00,19.34,20.61,0.00,20.61,11.83,0.00,11.83
TN,47,Roane County,145,47145,2015,52.75,6.28,44.07,50.35,1.36,0.00,1.36,3.50,0.00,3.50,4.86,0.00,4.86,2.40,0.17,0.00,0.17,71.00,4.08,81.00,4.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.08,--,0.02,0.09,0.02,0.00,0.11,0.01,0.00,0.01,--,0.01,0.02,0.02,0.00,0.04,0.00,0.07,0.07,--,0.01,0.07,0.00,0.00,0.07,0.04,0.08,0.12,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.00,0.03,0.00,0.00,0.00,348.00,0.00,348.00,348.00,0.00,348.00,--,--,3.48,0.00,3.48,3857.82,0.00,0.00,0.00,348.00,0.00,348.00,348.00,0.00,348.00,--,--,3.48,0.00,3.48,3857.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,1.58,0.00,1.58,351.68,0.00,351.68,353.26,0.00,353.26,3.50,0.00,3.50
TN,47,Robertson County,147,47147,2015,68.57,0.00,43.12,43.12,0.00,0.00,0.00,4.83,0.00,4.83,4.83,0.00,4.83,25.45,1.83,0.00,1.83,72.00,3.49,81.00,5.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.87,0.02,0.89,--,0.71,1.90,0.57,0.00,2.47,0.83,0.00,0.83,--,0.66,1.75,0.57,0.00,2.32,0.04,0.02,0.06,--,0.05,0.15,0.00,0.00,0.15,0.00,0.43,0.43,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.04,0.00,0.04,0.05,0.00,0.05,0.09,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,2.74,0.00,2.74,5.33,0.00,5.33,8.07,0.00,8.07,0.71,0.00,0.71
TN,47,Rutherford County,149,47149,2015,298.61,0.00,256.61,256.61,0.00,0.00,0.00,32.98,0.00,32.98,32.98,0.00,32.98,42.00,3.02,0.00,3.02,72.00,20.79,81.00,23.81,0.16,0.00,0.16,0.00,0.00,0.00,0.16,0.00,0.16,0.24,0.01,0.25,--,0.20,0.07,0.68,0.00,0.75,0.24,0.00,0.24,--,0.19,0.00,0.68,0.00,0.68,0.00,0.01,0.01,--,0.01,0.07,0.00,0.00,0.07,0.36,0.00,0.36,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.11,0.00,0.11,0.12,0.00,0.12,0.23,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,3.89,0.00,3.89,33.11,0.00,33.11,37.00,0.00,37.00,0.20,0.00,0.20
TN,47,Scott County,151,47151,2015,21.95,0.00,21.40,21.40,0.00,0.00,0.00,2.53,0.00,2.53,2.53,0.00,2.53,0.55,0.04,0.00,0.04,73.00,1.73,81.00,1.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,--,0.01,0.02,0.02,0.00,0.04,0.02,0.00,0.02,--,0.01,0.02,0.02,0.00,0.04,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.09,0.00,0.09,2.56,0.00,2.56,2.65,0.00,2.65,0.01,0.00,0.01
TN,47,Sequatchie County,153,47153,2015,14.81,0.00,7.50,7.50,0.00,0.00,0.00,0.81,0.00,0.81,0.81,0.00,0.81,7.31,0.53,0.00,0.53,73.00,0.61,81.00,1.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,--,0.01,0.02,0.00,0.00,0.02,0.01,0.00,0.01,--,0.01,0.02,0.00,0.00,0.02,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.08,0.00,--,0.00,4.86,--,4.86,4.86,--,4.86,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.58,0.00,0.58,5.75,0.00,5.75,6.33,0.00,6.33,0.01,0.00,0.01
TN,47,Sevier County,155,47155,2015,95.95,1.02,54.45,55.47,0.15,0.00,0.15,11.33,0.00,11.33,11.48,0.00,11.48,40.48,2.91,0.00,2.91,72.00,4.49,81.00,7.40,0.06,0.00,0.06,0.00,0.00,0.00,0.06,0.00,0.06,0.01,0.25,0.26,--,0.21,0.10,0.00,0.00,0.10,0.01,0.00,0.01,--,0.01,0.03,0.00,0.00,0.03,0.00,0.25,0.25,--,0.20,0.07,0.00,0.00,0.07,0.00,0.14,0.14,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.08,0.00,0.08,0.09,0.00,0.09,0.17,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,3.21,0.00,3.21,11.81,0.00,11.81,15.02,0.00,15.02,0.21,0.00,0.21
TN,47,Shelby County,157,47157,2015,938.07,935.25,0.00,935.25,146.93,0.00,146.93,0.00,0.00,0.00,146.93,0.00,146.93,2.82,0.20,0.00,0.20,71.00,75.76,81.00,75.96,34.91,0.00,34.91,0.00,0.00,0.00,34.91,0.00,34.91,1.84,0.62,2.46,--,1.96,3.73,0.72,0.17,4.62,0.93,0.62,1.55,--,1.23,3.43,0.72,0.17,4.32,0.91,0.00,0.91,--,0.73,0.30,0.00,0.00,0.30,0.04,0.01,0.05,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.00,0.00,0.00,1.30,0.00,1.30,1.30,0.00,1.30,0.00,0.00,0.00,317.68,0.00,317.68,317.68,0.00,317.68,--,--,3.47,0.00,3.47,3129.70,0.00,0.00,0.00,317.68,0.00,317.68,317.68,0.00,317.68,--,--,3.47,0.00,3.47,3129.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,183.92,0.00,183.92,319.61,0.00,319.61,503.53,0.00,503.53,5.43,0.00,5.43
